6139,10,17000000,54000,E170－F54同一等級,,,,,,,,,
6140,10,15000000,46500,E150－F465同一等級,,,,,,,,,
6141,10,13500000,40500,E135－F405同一等級,,,,,,,,,
6142,10,12000000,37500,E120－F375同一等級,,,,,,,,,
6143,10,10500000,34500,E105－F345同一等級,,,,,,,,,
6144,10,9500000,31500,E95－F315同一等級,,,,,,,,,
6145,10,8500000,30000,E85－F300同一等級,,,,,,,,,
6146,10,7500000,27000,E75－F270同一等級,,,,,,,,,
6147,10,6500000,25500,E65－F255同一等級,,,,,,,,,
6148,10,5500000,22500,E55－F225同一等級,,,,,,,,,
6149,10,7000000,22200,すぎ,,,,,,,,,
6150,10,7000000,26700,ひのき,,,,,,,,,
6151,10,7000000,28200,あかまつ,,,,,,,,,
6152,10,7000000,28200,くろまつ,,,,,,,,,
6153,10,7000000,28200,べいまつ,,,,,,,,,
6154,10,7000000,26700,からまつ,,,,,,,,,
6155,10,7000000,26700,ひば,,,,,,,,,
6156,10,7000000,26700,べいひ,,,,,,,,,
6157,10,7000000,26700,べいひば,,,,,,,,,
6158,10,7000000,25200,つが,,,,,,,,,
6159,10,7000000,25200,べいつが,,,,,,,,,
6160,10,7000000,22200,もみ,,,,,,,,,
6161,10,7000000,22200,えぞまつ,,,,,,,,,
6162,10,7000000,22200,とどまつ,,,,,,,,,
6163,10,7000000,22200,べいすぎ,,,,,,,,,
6164,10,7000000,22200,スプルース,,,,,,,,,
6165,10,10000000,38400,かし,,,,,,,,,
6166,10,8000000,29400,くり,,,,,,,,,
6167,10,8000000,29400,なら,,,,,,,,,
6168,10,8000000,29400,ぶな,,,,,,,,,
6169,10,8000000,29400,けやき,,,,,,,,,
6170,26,3409.357,807.033498,492.2229,-6082.9,0.00401,0.02222,0.02868,0.02981,TH-10,,,
6171,26,7426.23,1294.93244,665.7746,-2808.93,0.00366,0.02157,0.03,0.033,TH-18,,,
6172,26,10476.1,2143.87406,951.4435,-8569.45,0.00332,0.0192,0.02725,0.02902,TH-24,,,
6173,26,2275.94,3822.48077,1994.713,-44521.5,0.00177,0.01009,0.0141,0.01437,TH-33,,,
6174,26,3196.173913,250.7478514,222.6716648,-799.6369231,0.0046,0.01833,0.0274,0.03,BAP-180 30,,,
6175,26,4893.046154,493.7435897,298.7676561,1016.385882,0.0039,0.01833,0.0281,0.0298,BAP-180 45,,,
6176,26,6341.348571,676.3243545,340.6395371,-2871.397753,0.0035,0.01783,0.0282,0.02998,BAP-180 60,,,
6177,26,3921.116981,437.0129134,312.5911579,-1659.050213,0.0053,0.018,0.0275,0.02985,BAP-240 30,,,
